                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,         train/ave_loss,           val/ave_loss,                   mIOU,             IOU_array0,             IOU_array1,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                    186,                 0.5458,                 0.3526,                0.88332,                0.93148,                 0.8802,                0.93655,                0.77922,                0.73907,                0.47356,                0.94575,             0.00062075,              0.0015616,                0.78374,                0.99958,                 0.5679,                 12.332,              0.0010641,              0.0006493,              0.0006493,              0.0006493,              0.0006493
                    187,                0.54752,                0.35019,                  0.888,                0.93414,                0.89259,                0.93797,                0.77759,                  0.745,                 0.4667,                0.94934,             0.00060613,              0.0016831,                0.77379,                0.99956,                0.54801,                 12.337,              0.0012361,              0.0006438,              0.0006438,              0.0006438,              0.0006438
                    188,                0.54133,                0.34463,                0.88232,                0.93155,                0.89281,                0.93751,                0.77624,                0.74492,                0.46081,                0.94771,             0.00063134,              0.0017756,                0.77238,                0.99956,                0.54519,                 12.341,              0.0011988,             0.00063829,             0.00063829,             0.00063829,             0.00063829
                    189,                0.55094,                0.34518,                0.88594,                0.91741,                0.90824,                 0.9376,                0.77842,                0.74811,                0.46731,                0.94931,             0.00060229,              0.0014836,                0.78561,                0.99958,                0.57164,                 12.345,              0.0012916,             0.00063279,             0.00063279,             0.00063279,             0.00063279
                    190,                0.54852,                0.34972,                0.87961,                0.93338,                0.91682,                0.93972,                0.77892,                0.74825,                0.45138,                0.94751,             0.00062193,              0.0013539,                0.79178,                0.99959,                0.58397,                 12.349,              0.0016984,             0.00062729,             0.00062729,             0.00062729,             0.00062729
                    191,                0.54481,                0.34194,                 0.8791,                0.91526,                0.92404,                0.93716,                0.77588,                0.74673,                0.45092,                0.94552,             0.00057807,              0.0014648,                0.78079,                0.99955,                0.56203,                 12.353,              0.0013995,             0.00062179,             0.00062179,             0.00062179,             0.00062179
                    192,                0.54513,                0.34978,                 0.8842,                0.92973,                0.90484,                0.93284,                0.77031,                 0.7417,                0.46113,                0.94789,             0.00058544,              0.0015261,                0.78704,                0.99959,                0.57449,                 12.357,              0.0011038,             0.00061629,             0.00061629,             0.00061629,             0.00061629
                    193,                0.54825,                0.34686,                0.88495,                0.92019,                0.90759,                0.93443,                0.76966,                 0.7513,                0.45922,                0.95123,             0.00063273,              0.0013259,                0.79165,                 0.9996,                 0.5837,                 12.361,              0.0021852,             0.00061079,             0.00061079,             0.00061079,             0.00061079
                    194,                0.54116,                0.36686,                0.88097,                0.92391,                0.90798,                0.93672,                0.77111,                0.74916,                0.45606,                0.94821,             0.00077595,              0.0013555,                0.79192,                 0.9996,                0.58423,                 12.364,             0.00098793,             0.00060529,             0.00060529,             0.00060529,             0.00060529
                    195,                  0.529,                0.34116,                0.87566,                0.92458,                0.89568,                0.93479,                0.77521,                0.74318,                0.46814,                0.94543,             0.00054569,              0.0015787,                0.77901,                0.99958,                0.55845,                 12.368,             0.00093292,             0.00059979,             0.00059979,             0.00059979,             0.00059979
                    196,                0.53976,                0.35748,                0.88064,                0.92041,                0.89794,                0.93911,                0.77538,                0.74866,                0.46084,                0.95102,             0.00060552,              0.0015773,                0.78305,                0.99958,                0.56653,                 12.372,              0.0013881,             0.00059429,             0.00059429,             0.00059429,             0.00059429
                    197,                0.54231,                0.35102,                0.87615,                0.91631,                0.90528,                0.93567,                0.77566,                 0.7472,                0.46205,                0.95018,             0.00059383,              0.0015378,                0.78602,                0.99958,                0.57245,                 12.376,              0.0014388,             0.00058878,             0.00058878,             0.00058878,             0.00058878
                    198,                0.53036,                0.34396,                0.87543,                 0.9316,                0.88778,                0.93438,                0.77631,                0.73798,                0.46818,                0.94739,             0.00060161,              0.0017686,                0.78041,                0.99958,                0.56124,                  12.38,             0.00096257,             0.00058328,             0.00058328,             0.00058328,             0.00058328
                    199,                 0.5314,                0.33677,                0.87954,                0.91814,                0.90811,                0.93141,                0.77286,                0.73829,                0.46563,                0.94526,             0.00057884,              0.0015824,                0.77978,                0.99957,                0.55998,                 12.383,              0.0011461,             0.00057778,             0.00057778,             0.00057778,             0.00057778
                    200,                0.52551,                0.33842,                0.87972,                 0.9091,                0.92433,                0.93678,                0.78026,                0.74253,                0.45638,                0.95115,             0.00063702,              0.0014789,                0.78904,                0.99959,                0.57849,                 12.387,              0.0010521,             0.00057228,             0.00057228,             0.00057228,             0.00057228
                    201,                0.55313,                0.35048,                0.91765,                0.92369,                0.91749,                0.93797,                 0.7789,                0.74169,                0.45286,                0.94985,             0.00058527,                0.00151,                0.78988,                0.99959,                0.58016,                 12.391,               0.001203,             0.00056678,             0.00056678,             0.00056678,             0.00056678
                    202,                0.52652,                0.33468,                0.88207,                0.93089,                0.91607,                0.94079,                0.78452,                0.74051,                 0.4493,                0.94817,             0.00065102,              0.0017761,                0.77418,                0.99956,                 0.5488,                 12.394,              0.0015079,             0.00056128,             0.00056128,             0.00056128,             0.00056128
                    203,                0.52078,                0.34333,                0.87437,                0.91399,                0.91362,                0.93768,                0.78024,                0.73805,                0.46184,                0.94822,             0.00057627,              0.0016868,                0.78017,                0.99957,                0.56077,                 12.398,             0.00087544,             0.00055578,             0.00055578,             0.00055578,             0.00055578
                    204,                0.53313,                0.33616,                0.88265,                0.92766,                0.90285,                0.93461,                0.77945,                0.74283,                0.46057,                0.95215,             0.00061452,              0.0015658,                0.77438,                0.99956,                 0.5492,                 12.401,              0.0014411,             0.00055028,             0.00055028,             0.00055028,             0.00055028
                    205,                0.53095,                0.33898,                0.88177,                0.91648,                0.90993,                0.93495,                0.78154,                0.73793,                 0.4579,                0.94586,             0.00061943,              0.0014499,                0.78654,                0.99959,                 0.5735,                 12.405,              0.0012661,             0.00054478,             0.00054478,             0.00054478,             0.00054478
                    206,                0.53333,                0.33821,                0.87485,                0.91538,                0.90647,                0.93978,                0.78243,                0.74587,                0.45597,                0.94831,             0.00058888,              0.0015821,                0.78035,                0.99958,                0.56112,                 12.408,              0.0013466,             0.00053927,             0.00053927,             0.00053927,             0.00053927
                    207,                0.53965,                0.34959,                0.88037,                0.91169,                0.90718,                0.93948,                0.78541,                0.74252,                0.46742,                 0.9427,             0.00059518,              0.0016808,                0.78165,                0.99957,                0.56373,                 12.412,              0.0011917,             0.00053377,             0.00053377,             0.00053377,             0.00053377
                    208,                0.53283,                0.33118,                0.88474,                0.91614,                0.91492,                0.93818,                0.78029,                0.74218,                0.45443,                0.94562,             0.00057875,              0.0015295,                0.78302,                0.99958,                0.56647,                 12.415,              0.0011973,             0.00052827,             0.00052827,             0.00052827,             0.00052827
                    209,                0.52829,                 0.3409,                0.87343,                0.92594,                0.89731,                0.94103,                0.78767,                0.73992,                0.46035,                0.94487,             0.00055696,              0.0016582,                 0.7792,                0.99957,                0.55883,                 12.418,             0.00095167,             0.00052277,             0.00052277,             0.00052277,             0.00052277
                    210,                0.52863,                0.33528,                0.87818,                0.90963,                0.92017,                0.93121,                0.77417,                0.74476,                0.46027,                0.94986,             0.00054214,              0.0016923,                0.78087,                0.99958,                0.56216,                 12.422,              0.0010624,             0.00051727,             0.00051727,             0.00051727,             0.00051727
                    211,                0.52662,                0.33715,                0.87815,                0.92701,                0.90652,                0.93776,                0.77819,                0.73797,                0.45406,                0.94641,             0.00055318,               0.001839,                0.78106,                0.99958,                0.56254,                 12.425,              0.0010772,             0.00051177,             0.00051177,             0.00051177,             0.00051177
                    212,                0.52251,                0.33705,                0.87385,                0.91564,                0.90406,                0.93765,                0.78135,                0.73493,                0.45851,                0.94385,             0.00059186,              0.0016936,                0.77987,                0.99958,                0.56017,                 12.428,              0.0012622,             0.00050627,             0.00050627,             0.00050627,             0.00050627
                    213,                0.51982,                0.32927,                0.87535,                0.92215,                0.90845,                0.93594,                0.77459,                0.74082,                 0.4617,                0.94707,              0.0005538,              0.0015516,                0.79304,                 0.9996,                0.58648,                 12.432,              0.0011294,             0.00050077,             0.00050077,             0.00050077,             0.00050077
                    214,                0.51939,                0.32853,                0.87819,                0.90887,                0.91963,                0.94157,                0.78318,                0.74263,                0.45017,                 0.9526,             0.00051667,              0.0014716,                0.79522,                 0.9996,                0.59084,                 12.435,             0.00080612,             0.00049527,             0.00049527,             0.00049527,             0.00049527
                    215,                0.52671,                0.33178,                0.88596,                0.90787,                0.91737,                0.94117,                 0.7806,                0.74123,                  0.455,                 0.9532,             0.00054272,              0.0015449,                0.79134,                 0.9996,                0.58309,                 12.438,              0.0014332,             0.00048976,             0.00048976,             0.00048976,             0.00048976
                    216,                0.51537,                0.33263,                0.87765,                0.92548,                0.90194,                0.94018,                0.78113,                0.74135,                0.45814,                0.95241,              0.0005627,              0.0015241,                0.79543,                 0.9996,                0.59126,                 12.441,               0.001195,             0.00048426,             0.00048426,             0.00048426,             0.00048426
                    217,                0.52015,                0.33089,                0.87861,                0.92947,                0.88155,                0.93516,                0.77302,                0.74084,                0.46312,                0.95172,             0.00055522,              0.0015927,                0.78701,                0.99959,                0.57444,                 12.444,             0.00097528,             0.00047876,             0.00047876,             0.00047876,             0.00047876
                    218,                0.51552,                0.33356,                0.87538,                0.93102,                0.89382,                0.93416,                0.77651,                0.74529,                0.46048,                 0.9544,             0.00056053,              0.0015726,                  0.795,                 0.9996,                 0.5904,                 12.447,              0.0014729,             0.00047326,             0.00047326,             0.00047326,             0.00047326
                    219,                0.51512,                0.32678,                0.87109,                0.93137,                0.90074,                0.94002,                0.77906,                0.74754,                0.45142,                0.95396,               0.000541,              0.0017533,                0.78096,                0.99958,                0.56234,                  12.45,              0.0012062,             0.00046776,             0.00046776,             0.00046776,             0.00046776
                    220,                0.51655,                0.33437,                0.88248,                0.93578,                0.90768,                0.94109,                0.78345,                0.74344,                0.44363,                0.95435,             0.00061411,              0.0018337,                0.78506,                0.99958,                0.57054,                 12.453,              0.0010517,             0.00046226,             0.00046226,             0.00046226,             0.00046226
                    221,                0.50892,                0.32397,                0.87017,                0.91599,                0.91058,                0.93912,                0.77905,                0.74856,                0.45779,                0.95696,             0.00057416,              0.0017825,                0.78419,                0.99958,                 0.5688,                 12.456,              0.0014297,             0.00045676,             0.00045676,             0.00045676,             0.00045676
                    222,                0.52117,                0.33726,                0.87916,                0.91887,                0.90406,                0.93776,                0.77703,                0.74847,                 0.4409,                0.95515,             0.00054889,              0.0018358,                0.77905,                0.99957,                0.55852,                 12.459,             0.00078327,             0.00045126,             0.00045126,             0.00045126,             0.00045126
                    223,                0.51368,                0.32586,                0.86785,                0.91088,                0.91383,                0.93672,                0.77795,                0.74072,                0.44881,                 0.9505,             0.00056029,              0.0016015,                0.78791,                0.99959,                0.57624,                 12.462,              0.0013368,             0.00044576,             0.00044576,             0.00044576,             0.00044576
                    224,                0.50673,                0.32765,                0.87226,                0.89855,                0.91645,                0.93756,                0.77733,                0.74299,                0.45645,                0.94774,             0.00052618,              0.0016347,                0.78197,                0.99958,                0.56437,                 12.465,              0.0012035,             0.00044025,             0.00044025,             0.00044025,             0.00044025
                    225,                0.50708,                0.32538,                 0.8702,                0.93105,                0.89722,                0.93834,                0.77719,                0.74686,                0.44926,                0.95251,              0.0005783,              0.0016714,                0.77754,                0.99958,                0.55549,                 12.468,              0.0011035,             0.00043475,             0.00043475,             0.00043475,             0.00043475
                    226,                 0.5039,                0.32516,                0.86955,                0.91702,                 0.9084,                0.93493,                0.77409,                0.74822,                0.45196,                0.95491,             0.00061871,              0.0016027,                0.78922,                0.99959,                0.57885,                  12.47,              0.0014139,             0.00042925,             0.00042925,             0.00042925,             0.00042925
                    227,                0.50984,                 0.3287,                0.87473,                0.92245,                  0.902,                0.94097,                0.77876,                0.74903,                0.44894,                0.95413,                0.00058,              0.0016025,                0.78622,                0.99958,                0.57286,                 12.473,             0.00096289,             0.00042375,             0.00042375,             0.00042375,             0.00042375
                    228,                0.51186,                0.32333,                0.87252,                 0.9127,                0.91416,                0.94175,                0.78059,                0.74732,                 0.4521,                0.95397,             0.00054364,               0.001593,                0.78365,                0.99959,                0.56771,                 12.476,               0.001546,             0.00041825,             0.00041825,             0.00041825,             0.00041825
                    229,                0.51106,                 0.3331,                0.87343,                0.93598,                0.89099,                0.93928,                0.77962,                0.74673,                0.45312,                0.95476,             0.00057495,              0.0015915,                0.77951,                0.99958,                0.55943,                 12.478,             0.00084314,             0.00041275,             0.00041275,             0.00041275,             0.00041275
                    230,                0.50755,                0.32333,                0.87073,                 0.9189,                0.90556,                0.94105,                0.78233,                0.74523,                0.44383,                0.95455,             0.00049436,              0.0015896,                0.78623,                0.99959,                0.57287,                 12.481,              0.0010907,             0.00040725,             0.00040725,             0.00040725,             0.00040725
                    231,                0.50092,                0.32412,                0.86878,                0.92173,                0.90655,                 0.9454,                0.78215,                0.74952,                0.44682,                 0.9532,             0.00050943,              0.0015552,                0.78831,                0.99959,                0.57704,                 12.484,              0.0013012,             0.00040175,             0.00040175,             0.00040175,             0.00040175
                    232,                0.50511,                 0.3209,                0.86843,                0.92132,                0.90517,                0.94067,                0.77775,                0.74931,                0.45291,                0.95272,              0.0005207,              0.0015926,                0.79333,                 0.9996,                0.58706,                 12.486,              0.0009121,             0.00039625,             0.00039625,             0.00039625,             0.00039625
                    233,                0.50327,                0.31775,                0.86736,                0.93256,                0.89504,                0.93665,                0.77604,                0.74574,                0.45141,                0.94938,             0.00052984,              0.0017037,                0.78523,                0.99959,                0.57087,                 12.489,              0.0010743,             0.00039074,             0.00039074,             0.00039074,             0.00039074
                    234,                0.49611,                0.31457,                0.86966,                 0.9192,                0.91336,                0.93529,                 0.7757,                0.74348,                0.44889,                0.94663,             0.00057063,              0.0015878,                0.79294,                 0.9996,                0.58629,                 12.491,              0.0013761,             0.00038524,             0.00038524,             0.00038524,             0.00038524
                    235,                0.49144,                0.31053,                0.87166,                0.92529,                0.90968,                0.93455,                0.77444,                0.74331,                0.44843,                0.94929,             0.00055867,              0.0015418,                0.78963,                0.99959,                0.57967,                 12.494,              0.0009675,             0.00037974,             0.00037974,             0.00037974,             0.00037974
                    236,                0.51038,                0.31805,                0.87433,                0.93357,                0.90197,                0.93233,                0.77278,                0.74348,                0.45677,                0.95223,             0.00053667,              0.0016378,                0.78542,                0.99959,                0.57125,                 12.496,              0.0013165,             0.00037424,             0.00037424,             0.00037424,             0.00037424
                    237,                 0.4986,                0.31623,                0.86579,                0.92489,                0.91187,                0.93167,                0.77405,                0.74081,                0.45449,                0.94816,             0.00050931,              0.0018106,                0.77762,                0.99958,                0.55566,                 12.498,             0.00073522,             0.00036874,             0.00036874,             0.00036874,             0.00036874
                    238,                0.49208,                0.31705,                0.86324,                0.92521,                0.91097,                0.93459,                0.78021,                0.73993,                0.45011,                0.94997,             0.00054511,              0.0016631,                0.78745,                0.99959,                0.57532,                 12.501,              0.0013949,             0.00036324,             0.00036324,             0.00036324,             0.00036324
                    239,                0.48566,                 0.3134,                0.86779,                0.91593,                0.90689,                0.93525,                0.78083,                0.73728,                0.45289,                0.94677,             0.00058239,              0.0016128,                0.79542,                 0.9996,                0.59124,                 12.503,              0.0011566,             0.00035774,             0.00035774,             0.00035774,             0.00035774
                    240,                0.49437,                0.31585,                0.86802,                0.92688,                0.89421,                0.93341,                0.78026,                0.73432,                0.45753,                0.94413,             0.00048199,              0.0015982,                 0.7897,                0.99959,                0.57981,                 12.505,             0.00082757,             0.00035224,             0.00035224,             0.00035224,             0.00035224
                    241,                0.48477,                0.31201,                0.86648,                0.93257,                0.90578,                 0.9367,                0.78217,                0.73624,                0.45201,                0.94659,             0.00051116,              0.0016401,                0.78804,                0.99959,                0.57649,                 12.507,              0.0012525,             0.00034674,             0.00034674,             0.00034674,             0.00034674
                    242,                0.48735,                0.30885,                0.86748,                 0.9326,                0.90156,                0.94221,                0.78738,                0.73689,                 0.4503,                 0.9459,             0.00049106,              0.0015316,                0.79391,                 0.9996,                0.58823,                  12.51,              0.0010038,             0.00034123,             0.00034123,             0.00034123,             0.00034123
                    243,                0.49145,                0.31706,                0.87013,                0.92431,                0.90294,                0.93636,                0.78099,                0.74177,                0.45304,                0.94774,             0.00055561,              0.0016534,                0.79219,                0.99959,                0.58479,                 12.512,              0.0010938,             0.00033573,             0.00033573,             0.00033573,             0.00033573
                    244,                0.48989,                0.30854,                0.86666,                0.92059,                0.91206,                0.93724,                0.78299,                0.74102,                0.45645,                 0.9474,             0.00052554,               0.001532,                0.79146,                0.99959,                0.58332,                 12.514,               0.001046,             0.00033023,             0.00033023,             0.00033023,             0.00033023
                    245,                0.48947,                0.30824,                0.86887,                0.92221,                0.90527,                0.93573,                0.78144,                0.73686,                0.45362,                 0.9466,             0.00052555,              0.0016062,                0.78951,                0.99959,                0.57944,                 12.516,              0.0010439,             0.00032473,             0.00032473,             0.00032473,             0.00032473
                    246,                  0.481,                0.31047,                0.86656,                0.91146,                0.92315,                0.93745,                 0.7853,                0.73261,                0.44389,                0.94482,             0.00051311,              0.0016666,                0.78008,                0.99957,                0.56059,                 12.518,             0.00095369,             0.00031923,             0.00031923,             0.00031923,             0.00031923
                    247,                0.47452,                0.30897,                0.86337,                0.90905,                0.91335,                0.93635,                0.78332,                 0.7345,                0.44864,                0.94587,             0.00052381,              0.0016326,                0.78295,                0.99958,                0.56631,                  12.52,              0.0011713,             0.00031373,             0.00031373,             0.00031373,             0.00031373
                    248,                0.47898,                 0.3087,                0.86279,                0.92182,                0.89843,                0.93482,                 0.7806,                0.73506,                0.45064,                0.94412,             0.00058835,              0.0016752,                0.78587,                0.99959,                0.57215,                 12.522,             0.00087152,             0.00030823,             0.00030823,             0.00030823,             0.00030823
                    249,                0.48448,                0.31397,                0.87953,                0.92262,                0.90519,                0.93436,                0.78302,                0.73782,                0.45249,                0.94695,             0.00050288,              0.0016564,                0.78754,                0.99959,                0.57549,                 12.524,             0.00099857,             0.00030273,             0.00030273,             0.00030273,             0.00030273
                    250,                0.48479,                0.31138,                0.86935,                 0.9352,                0.89395,                0.93455,                0.78278,                0.74027,                0.45203,                0.94838,             0.00051223,               0.001648,                0.78618,                0.99959,                0.57277,                 12.526,              0.0011163,             0.00029723,             0.00029723,             0.00029723,             0.00029723
                    251,                0.48163,                0.31185,                0.86718,                0.92135,                 0.9014,                0.93325,                0.77713,                0.74112,                0.45372,                0.94812,             0.00050442,              0.0016772,                0.79124,                0.99959,                0.58288,                 12.528,              0.0010149,             0.00029172,             0.00029172,             0.00029172,             0.00029172
                    252,                0.47553,                0.30451,                0.86744,                0.91529,                0.91206,                0.93519,                0.77814,                0.73836,                 0.4574,                0.94344,             0.00050676,              0.0016463,                0.78672,                0.99959,                0.57385,                 12.529,             0.00093367,             0.00028622,             0.00028622,             0.00028622,             0.00028622
                    253,                0.47808,                0.30315,                0.86874,                0.91342,                0.91919,                0.93496,                0.77624,                0.73808,                0.45929,                0.94621,             0.00049975,               0.001611,                0.78948,                0.99959,                0.57938,                 12.531,               0.001134,             0.00028072,             0.00028072,             0.00028072,             0.00028072
                    254,                0.47851,                 0.3019,                0.86551,                0.90739,                0.91441,                0.93469,                0.77721,                0.73829,                0.46885,                0.94644,             0.00050182,              0.0016707,                0.78373,                0.99958,                0.56788,                 12.533,             0.00094682,             0.00027522,             0.00027522,             0.00027522,             0.00027522
                    255,                0.47164,                0.30511,                 0.8656,                0.92947,                0.89449,                0.93014,                0.77531,                 0.7327,                0.46052,                0.94262,             0.00054774,              0.0017359,                0.78205,                0.99958,                0.56453,                 12.535,              0.0011384,             0.00026972,             0.00026972,             0.00026972,             0.00026972
                    256,                0.47901,                0.30958,                0.86684,                0.91568,                0.90825,                0.92757,                0.77081,                0.73401,                0.45888,                0.94191,             0.00048604,              0.0016556,                0.78657,                0.99959,                0.57354,                 12.536,              0.0010937,             0.00026422,             0.00026422,             0.00026422,             0.00026422
                    257,                 0.4673,                0.30655,                 0.8615,                0.92586,                0.90003,                0.93036,                0.77468,                 0.7377,                0.46428,                0.94617,             0.00050248,              0.0016652,                0.78724,                0.99959,                0.57488,                 12.538,             0.00096422,             0.00025872,             0.00025872,             0.00025872,             0.00025872
                    258,                0.47318,                0.30348,                0.86385,                 0.9326,                0.89253,                0.93213,                0.78013,                0.74121,                0.46201,                0.94679,             0.00051509,              0.0016741,                0.78883,                0.99959,                0.57808,                  12.54,               0.001191,             0.00025322,             0.00025322,             0.00025322,             0.00025322
                    259,                0.47774,                0.30573,                0.86627,                0.92286,                0.90647,                0.93461,                0.78019,                0.74087,                 0.4579,                0.94704,             0.00049459,              0.0016588,                0.79407,                 0.9996,                0.58855,                 12.541,             0.00091229,             0.00024772,             0.00024772,             0.00024772,             0.00024772
                    260,                0.47603,                0.31045,                 0.8745,                0.91416,                0.91543,                0.93434,                0.77937,                0.74426,                0.45903,                0.94956,             0.00052635,              0.0016743,                0.79233,                 0.9996,                0.58506,                 12.543,              0.0011449,             0.00024222,             0.00024222,             0.00024222,             0.00024222
                    261,                  0.468,                0.30006,                0.86324,                0.92974,                0.91194,                0.93365,                 0.7755,                0.74338,                0.45759,                0.94863,             0.00048509,              0.0017211,                0.78564,                0.99959,                 0.5717,                 12.544,             0.00086428,             0.00023671,             0.00023671,             0.00023671,             0.00023671
                    262,                0.47704,                0.30481,                0.86261,                0.92616,                0.90307,                0.93495,                0.77438,                0.74457,                0.45459,                0.94802,             0.00049857,              0.0016091,                0.79206,                 0.9996,                0.58453,                 12.546,              0.0011081,             0.00023121,             0.00023121,             0.00023121,             0.00023121
                    263,                0.46646,                0.29728,                0.86189,                 0.9328,                0.89689,                0.93396,                0.77671,                0.73999,                0.45506,                0.94459,             0.00049606,              0.0016633,                0.78746,                0.99959,                0.57532,                 12.547,             0.00096243,             0.00022571,             0.00022571,             0.00022571,             0.00022571
                    264,                 0.4747,                0.30388,                0.86203,                0.91774,                0.91253,                0.93106,                0.77332,                0.74427,                0.45379,                  0.944,             0.00052634,              0.0016401,                0.78938,                0.99959,                0.57917,                 12.549,              0.0010852,             0.00022021,             0.00022021,             0.00022021,             0.00022021
                    265,                 0.4703,                0.30435,                0.86769,                0.93038,                0.89883,                0.92947,                0.77283,                0.74302,                0.46676,                0.94709,             0.00046522,              0.0016995,                0.78874,                0.99959,                0.57789,                  12.55,             0.00086661,             0.00021471,             0.00021471,             0.00021471,             0.00021471
                    266,                0.46372,                0.29753,                0.86245,                0.92423,                0.92001,                0.93262,                0.77958,                  0.741,                0.45682,                0.94793,             0.00049195,              0.0017062,                 0.7884,                0.99959,                 0.5772,                 12.552,              0.0010401,             0.00020921,             0.00020921,             0.00020921,             0.00020921
                    267,                0.46995,                0.29796,                0.86405,                0.92507,                0.91396,                0.93374,                 0.7791,                0.74075,                0.45946,                0.94818,             0.00045997,              0.0016916,                0.78631,                0.99959,                0.57303,                 12.553,             0.00081598,             0.00020371,             0.00020371,             0.00020371,             0.00020371
                    268,                0.46456,                0.29722,                 0.8614,                0.92979,                0.90726,                0.93263,                 0.7777,                0.74013,                0.46029,                0.94657,             0.00048715,              0.0017277,                 0.7877,                0.99959,                 0.5758,                 12.554,              0.0011543,             0.00019821,             0.00019821,             0.00019821,             0.00019821
                    269,                0.46176,                0.30236,                0.86282,                0.93576,                0.89894,                0.93522,                0.78162,                0.74088,                0.46479,                 0.9472,             0.00049046,              0.0017944,                0.78226,                0.99958,                0.56494,                 12.555,             0.00085206,             0.00019271,             0.00019271,             0.00019271,             0.00019271
                    270,                0.47463,                0.29877,                0.86236,                0.92042,                 0.9071,                0.93414,                0.78323,                0.73594,                0.45699,                0.94616,             0.00049074,              0.0016613,                0.78904,                0.99959,                0.57848,                 12.557,              0.0011408,              0.0001872,              0.0001872,              0.0001872,              0.0001872
                    271,                0.45804,                0.29609,                0.85967,                0.90434,                0.92219,                0.93392,                 0.7818,                0.73973,                0.46019,                0.94733,             0.00049602,              0.0016684,                  0.791,                 0.9996,                0.58239,                 12.558,             0.00083063,              0.0001817,              0.0001817,              0.0001817,              0.0001817
                    272,                0.46152,                0.29416,                0.86091,                0.90438,                 0.9209,                 0.9319,                0.78025,                0.73961,                 0.4629,                0.94787,             0.00048037,              0.0016896,                0.78969,                0.99959,                0.57978,                 12.559,              0.0011007,              0.0001762,              0.0001762,              0.0001762,              0.0001762
                    273,                0.45992,                0.29668,                 0.8591,                0.90792,                0.92477,                0.93181,                0.77893,                0.74305,                0.46488,                 0.9485,             0.00050855,              0.0016969,                0.79035,                 0.9996,                 0.5811,                  12.56,              0.0009487,              0.0001707,              0.0001707,              0.0001707,              0.0001707
                    274,                0.46634,                0.30223,                0.86061,                0.91584,                0.91068,                0.93253,                0.77868,                0.74199,                 0.4564,                0.95011,             0.00049332,              0.0016704,                0.79167,                 0.9996,                0.58374,                 12.561,              0.0010014,              0.0001652,              0.0001652,              0.0001652,              0.0001652
                    275,                0.45628,                0.29573,                0.85559,                0.92108,                0.91123,                0.93194,                0.77757,                0.74042,                0.45923,                0.94822,             0.00049096,              0.0016407,                0.79416,                 0.9996,                0.58873,                 12.562,               0.001055,              0.0001597,              0.0001597,              0.0001597,              0.0001597
                    276,                0.45835,                0.29773,                0.86247,                0.92537,                0.90981,                0.93267,                  0.778,                0.74026,                0.46046,                0.94604,             0.00047259,              0.0017124,                0.79004,                0.99959,                0.58049,                 12.563,              0.0008979,              0.0001542,              0.0001542,              0.0001542,              0.0001542
                    277,                0.46098,                0.29654,                0.85871,                0.92636,                 0.9049,                0.93047,                 0.7781,                0.74071,                0.46618,                0.94681,             0.00044155,              0.0017466,                0.79044,                0.99959,                0.58128,                 12.564,             0.00090076,              0.0001487,              0.0001487,              0.0001487,              0.0001487
                    278,                0.45252,                0.28763,                0.85914,                0.92109,                0.90808,                0.93235,                0.77996,                0.73974,                 0.4637,                0.94542,             0.00048862,              0.0017312,                0.79031,                0.99959,                0.58103,                 12.565,              0.0010206,              0.0001432,              0.0001432,              0.0001432,              0.0001432
                    279,                0.45462,                0.29527,                0.85738,                0.91847,                0.90854,                0.93073,                0.77723,                 0.7394,                0.46338,                 0.9456,             0.00048241,              0.0017311,                0.78845,                0.99959,                0.57731,                 12.566,             0.00094987,             0.00013769,             0.00013769,             0.00013769,             0.00013769
                    280,                0.44911,                 0.2913,                0.85562,                0.92134,                0.90368,                0.93097,                0.77768,                0.73945,                0.46725,                0.94649,             0.00046503,              0.0017266,                0.78666,                0.99959,                0.57373,                 12.567,             0.00095795,             0.00013219,             0.00013219,             0.00013219,             0.00013219
                    281,                0.45873,                0.29809,                0.86257,                0.91718,                0.90799,                0.93217,                0.77682,                0.74089,                0.46224,                0.94584,             0.00044934,               0.001747,                0.78707,                0.99959,                0.57455,                 12.567,             0.00090252,             0.00012669,             0.00012669,             0.00012669,             0.00012669
                    282,                0.44399,                0.28764,                0.85412,                0.90434,                0.91778,                0.93049,                0.77418,                0.74395,                0.45981,                0.94773,             0.00047936,              0.0017571,                0.78778,                0.99959,                0.57596,                 12.568,             0.00096935,             0.00012119,             0.00012119,             0.00012119,             0.00012119
                    283,                 0.4538,                0.29284,                0.85665,                0.91759,                0.90427,                0.93054,                 0.7779,                0.74101,                0.46039,                0.94755,             0.00046748,              0.0017082,                0.79111,                 0.9996,                0.58262,                 12.569,             0.00092494,             0.00011569,             0.00011569,             0.00011569,             0.00011569
                    284,                0.45013,                0.28858,                0.85618,                0.90492,                0.91967,                0.93248,                0.77906,                0.74178,                0.46063,                0.94728,             0.00045227,              0.0017176,                0.78912,                0.99959,                0.57864,                  12.57,             0.00092484,             0.00011019,             0.00011019,             0.00011019,             0.00011019
